Program,Library,Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
P3,Reactome_Pathways_2024,gs_ind_0,Nuclear Events (Kinase and Transcription Factor Activation),5/59,2.566227634049931e-06,0.0001301077410463315,28.651568278975937,368.8337467543378,CHD4;JUNB;FOSL1;EGR1;FOSB
P4,GO_Biological_Process_2026,gs_ind_0,Axon Guidance (GO:0007411),7/152,1.5107321739990846e-06,0.0013702340818171697,14.89745851480236,199.66938719108558,SLIT3;BOC;NFIB;EFNA5;SEMA5A;TENM2;KALRN
P4,GO_Biological_Process_2026,gs_ind_0,Neuron Projection Guidance (GO:0097485),6/133,9.845051519129667e-06,0.0032835881066954403,14.587675070028011,168.17461907972788,SLIT3;BOC;EFNA5;SEMA5A;TENM2;KALRN
P4,GO_Biological_Process_2026,gs_ind_0,Axonogenesis (GO:0007409),7/205,1.0860820639565955e-05,0.0032835881066954403,10.898382251916109,124.57230919795975,SLIT3;BOC;EFNA5;SEMA5A;ANK3;TENM2;KALRN
P4,GO_Biological_Process_2026,gs_ind_0,Regulation of Canonical Wnt Signaling Pathway (GO:0060828),7/219,1.6652850950014682e-05,0.003776033952915829,10.175086505190311,111.95575568753827,IGFBP4;CTNND2;LGR4;SEMA5A;RBMS3;IGFBP2;GLI3
P4,GO_Biological_Process_2026,gs_ind_0,Synapse Organization (GO:0050808),6/161,2.9105476457823065e-05,0.005279733429449105,11.948570067541128,124.79784622446479,APBB2;CTNND2;ANK3;PTPRS;GPC4;TENM2
P4,GO_Biological_Process_2026,gs_ind_0,Pore Complex Assembly (GO:0046931),3/19,4.444011973378606e-05,0.0067178647664239925,59.07086247086247,591.9708449268339,P2RX7;PLEKHA7;ANO6
P4,GO_Biological_Process_2026,gs_ind_0,Synaptic Membrane Adhesion (GO:0099560),3/23,8.03601270291267e-05,0.010412376459345417,47.537836147592245,448.2338975197366,TENM2;GPC4;PTPRS
P4,GO_Biological_Process_2026,gs_ind_0,Negative Regulation of DNA-templated Transcription (GO:0045892),12/909,0.00012473760479410866,0.012429312300864852,4.134287018239617,37.16433880436719,FOXP1;ESR1;NFIB;APBB2;GLI3;NFIX;DACH1;PTPRK;PLCB1;TENM2;HDAC4;RBFOX2
P4,GO_Biological_Process_2026,gs_ind_0,Negative Regulation of Epithelial Cell Proliferation (GO:0050680),4/71,0.00013703762183974477,0.012429312300864852,18.722279792746114,166.53945402121056,PTPRK;NFIB;CDK6;TGFBR3
P4,GO_Biological_Process_2026,gs_ind_0,Negative Regulation of Cell Volume (GO:0045794),2/5,0.0001322061015675598,0.012429312300864852,196.9869470630892,1759.3196723588437,P2RX7;ANO6
P4,Reactome_Pathways_2024,gs_ind_0,Signaling by Receptor Tyrosine Kinases,11/516,3.113654057383952e-06,0.0013295302825029475,6.777265719543126,85.93378820245026,ESR1;SPRED2;TGFBR3;LAMA4;FGFR1;PTPRS;PTPRK;TNS3;ELMO1;VAV3;RBFOX2
P4,Reactome_Pathways_2024,gs_ind_0,RHOA GTPase Cycle,6/145,1.6110942771294073e-05,0.0034396862816712848,13.326904477442111,147.07587562509386,ARHGAP24;DIAPH3;DLC1;VAV3;KALRN;STARD13
P4,Reactome_Pathways_2024,gs_ind_0,RNA Polymerase III Transcription Termination,3/23,8.03601270291267e-05,0.0114379247471457,47.537836147592245,448.2338975197366,NFIX;NFIB;NFIA
P4,Reactome_Pathways_2024,gs_ind_0,Signaling by FGFR,4/85,0.0002745856204506427,0.016854612876428695,15.498172224164787,127.08884697321928,FGFR1;SPRED2;TGFBR3;RBFOX2
P4,Reactome_Pathways_2024,gs_ind_0,FGFR1b Ligand Binding and Activation,2/7,0.0002763051291217819,0.016854612876428695,125.3461005999077,1027.0865452902929,FGFR1;TGFBR3
P4,Reactome_Pathways_2024,gs_ind_0,GLI Proteins Bind Promoters of Hh Responsive Genes to Promote Transcription,2/7,0.0002763051291217819,0.016854612876428695,125.3461005999077,1027.0865452902929,BOC;GLI3
P4,Reactome_Pathways_2024,gs_ind_0,CDC42 GTPase Cycle,5/149,0.00022595569912061965,0.016854612876428695,10.770430623743184,90.41961328680057,ARHGAP24;DIAPH3;DLC1;VAV3;STARD13
P4,Reactome_Pathways_2024,gs_ind_0,RNA Polymerase III Transcription,3/40,0.00042848501354487143,0.02032923342040668,25.97107692307692,201.41231883283513,NFIX;NFIB;NFIA
P4,Reactome_Pathways_2024,gs_ind_0,RNA Polymerase III Abortive And Retractive Initiation,3/40,0.00042848501354487143,0.02032923342040668,25.97107692307692,201.41231883283513,NFIX;NFIB;NFIA
P4,Reactome_Pathways_2024,gs_ind_0,RAC1 GTPase Cycle,5/180,0.0005379841706708699,0.022971924087646145,8.857788517474381,66.67861005219203,ARHGAP24;DIAPH3;DLC1;VAV3;KALRN
P5,GO_Biological_Process_2026,gs_ind_0,Supramolecular Fiber Organization (GO:0097435),8/298,1.4441501544145524e-05,0.0066010171226920595,8.50197702004931,94.75797246930445,MYO5B;DSP;ACTN1;KRT79;MYO1B;SH3KBP1;DSG3;KRT17
P5,GO_Biological_Process_2026,gs_ind_0,Actin Filament Organization (GO:0007015),6/168,3.6952890835957554e-05,0.0066010171226920595,11.43089947089947,116.66223600052079,MYO5B;ACTN1;NEBL;MYO1B;SH3KBP1;DSG3
P5,GO_Biological_Process_2026,gs_ind_0,Regulation of Intracellular Signal Transduction (GO:1902531),8/321,2.4601270691370114e-05,0.0066010171226920595,7.871485839906892,83.53781586951966,PAK3;PLCG2;DAPK2;PLEKHG1;EPHA4;ARHGAP28;AKAP13;ARHGAP20
P5,GO_Biological_Process_2026,gs_ind_0,Regulation of Cell Migration (GO:0030334),9/445,3.882951248642388e-05,0.0066010171226920595,6.358308452105985,64.57707868665356,MITF;MACF1;PPP2R3A;EPHA4;TCAF2;MGAT5;DSG3;FLT1;AFDN
P5,GO_Biological_Process_2026,gs_ind_0,B Cell Receptor Signaling Pathway (GO:0050853),3/31,0.00019966476469069082,0.027154407997933953,34.18380566801619,291.2074230602443,NFATC2;PLCG2;TEC
P5,GO_Biological_Process_2026,gs_ind_0,Tight Junction Assembly (GO:0120192),3/38,0.0003678100414802819,0.04168513803443195,27.436258577103647,216.9643948799692,MPP7;DSG3;AFDN
P5,GO_Biological_Process_2026,gs_ind_0,Chloride Transmembrane Transport (GO:1902476),3/66,0.0018523457276112725,0.0606062756093238,15.322551988693721,96.39880936017578,ANO9;SLC26A9;GABRP
P5,GO_Biological_Process_2026,gs_ind_0,Peptide Cross-Linking (GO:0018149),2/16,0.0015452428094651371,0.0606062756093238,47.529319096796776,307.6370456108159,SPRR1A;DSP
P5,GO_Biological_Process_2026,gs_ind_0,Epidermal Cell Differentiation (GO:0009913),3/53,0.0009814998475745605,0.0606062756093238,19.276212236608277,133.51530965418783,SPRR1A;GATA6;DSP
P5,GO_Biological_Process_2026,gs_ind_0,Cell-cell Junction Maintenance (GO:0045217),2/16,0.0015452428094651371,0.0606062756093238,47.529319096796776,307.6370456108159,DSP;AFDN
P5,Reactome_Pathways_2024,gs_ind_0,Signaling by Receptor Tyrosine Kinases,11/516,3.113654057383952e-06,0.0006935999757116568,6.777265719543126,85.93378820245026,PAK3;EGR2;TEC;LRIG1;CTSD;FAM83B;TCF12;IDE;SH3KBP1;ATP6V1C2;FLT1
P5,Reactome_Pathways_2024,gs_ind_0,RHO GTPase Cycle,10/434,4.548196562043651e-06,0.0006935999757116568,7.30939226519337,89.91122445963602,PAK3;PLEKHG1;FAM83B;DSP;ACTN1;ARHGAP28;AKAP13;MPP7;ARHGAP20;LRRC1
P5,Reactome_Pathways_2024,gs_ind_0,Developmental Biology,15/1190,2.8344111108996385e-05,0.002881651296081299,4.008584128689795,41.97425027654989,GATA6;PAK3;EGR2;MITF;SPRR1A;DSP;TCF12;EPHA4;SEMA6A;KRT79;KRT17;SH3KBP1;DSG3;CACNA1C;PPARGC1B
P5,Reactome_Pathways_2024,gs_ind_0,Formation of the Cornified Envelope,5/106,4.533597419411198e-05,0.0034568680323010387,15.357671575580946,153.5983655930697,SPRR1A;DSP;KRT79;KRT17;DSG3
P5,Reactome_Pathways_2024,gs_ind_0,Insulin Receptor Recycling,3/27,0.00013131712049050184,0.005629149065099855,39.77069597069597,355.466320292754,ATP6V1C2;IDE;CTSD
P5,Reactome_Pathways_2024,gs_ind_0,Keratinization,5/136,0.00014764981154360277,0.005629149065099855,11.840881492246133,104.44447530735364,SPRR1A;DSP;KRT79;KRT17;DSG3
P5,Reactome_Pathways_2024,gs_ind_0,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",10/633,0.00011242590555908451,0.005629149065099855,4.939452475997643,44.91550912843465,PAK3;PLEKHG1;FAM83B;DSP;ACTN1;ARHGAP28;AKAP13;MPP7;ARHGAP20;LRRC1
P5,Reactome_Pathways_2024,gs_ind_0,Signaling by Rho GTPases,10/619,9.361659390686572e-05,0.005629149065099855,5.055574943686293,46.89704453587558,PAK3;PLEKHG1;FAM83B;DSP;ACTN1;ARHGAP28;AKAP13;MPP7;ARHGAP20;LRRC1
P5,Reactome_Pathways_2024,gs_ind_0,FCERI Mediated Ca+2 Mobilization,3/33,0.0002410656251351643,0.008169446185136124,31.939890710382514,266.0733865462001,NFATC2;PLCG2;TEC
P5,Reactome_Pathways_2024,gs_ind_0,Apoptotic Cleavage of Cell Adhesion Proteins,2/10,0.0005878432500802306,0.017929219127447032,81.09734249029562,603.2872040697225,DSP;DSG3
P6,GO_Biological_Process_2026,gs_ind_0,Epidermis Development (GO:0008544),11/75,3.697093282359065e-15,2.21455887613308e-12,53.99337404183448,1794.2662033655163,GRHL1;SCEL;POU2F3;CDSN;ACER1;DSP;SPINK5;UGCG;KLK5;KRTDAP;CASP14
P6,GO_Biological_Process_2026,gs_ind_0,Epidermal Cell Differentiation (GO:0009913),9/53,3.220480345412656e-13,9.645338634510903e-11,63.283170626880334,1820.281909491891,SCEL;POU2F3;CDSN;FLG;ACER1;DSP;KRT10;SPINK5;UGCG
P6,GO_Biological_Process_2026,gs_ind_0,Keratinocyte Differentiation (GO:0030216),8/39,1.3777836618662802e-12,2.7509747115263396e-10,79.16267696267697,2161.9758475478375,SCEL;POU2F3;CDSN;FLG;ACER1;DSP;KRT10;UGCG
P6,GO_Biological_Process_2026,gs_ind_0,Skin Development (GO:0043588),9/67,2.979030031229971e-12,4.4610974717668817e-10,48.11363317920695,1276.908080391887,SCEL;POU2F3;FLG;CDSN;ACER1;DSP;KRT10;UGCG;ABCA12
P6,GO_Biological_Process_2026,gs_ind_0,Establishment of Skin Barrier (GO:0061436),6/19,5.4552687827164736e-11,6.535412001694336e-09,138.3533215755438,3269.5455141700368,ALOX12B;DSC1;FLG;UGCG;HRNR;ABCA12
P6,GO_Biological_Process_2026,gs_ind_0,Skin Epidermis Development (GO:0098773),6/22,1.4869419669960315e-10,1.4844637303843715e-08,113.18566618566618,2561.2930739045364,ALOX12B;DSC1;FLG;UGCG;HRNR;ABCA12
P6,GO_Biological_Process_2026,gs_ind_0,Intermediate Filament Organization (GO:0045109),5/66,4.488954092096976e-06,0.00038412621445229836,25.38385902183629,312.5740687113659,KRT1;DSP;KRT77;KRT10;KRT78
P6,GO_Biological_Process_2026,gs_ind_0,Desmosome Organization (GO:0002934),3/11,7.730410916673022e-06,0.0005788145173858925,114.70075414781297,1350.0678539012906,DSP;JUP;DSC1
P6,GO_Biological_Process_2026,gs_ind_0,Sphingolipid Biosynthetic Process (GO:0030148),5/80,1.159508977209212e-05,0.0007717176414981311,20.666239034707534,234.87033612271847,ALOX12B;FUT2;ACER1;UGCG;SPTLC3
P6,GO_Biological_Process_2026,gs_ind_0,Supramolecular Fiber Organization (GO:0097435),8/298,1.4441501544145524e-05,0.0008650459424943169,8.50197702004931,94.75797246930445,KRT1;CDSN;DSP;POF1B;KRT10;KRT78;KRT77;CLIP4
P6,Reactome_Pathways_2024,gs_ind_0,Formation of the Cornified Envelope,16/106,8.597759114405311e-22,2.0892554648004904e-19,58.42345287521658,2833.8512243682662,KRT1;PCSK6;DSC1;FLG;CDSN;DSP;PERP;KRT10;KRT78;SPINK5;KRT77;PPL;KLK5;KLK8;JUP;CASP14
P6,Reactome_Pathways_2024,gs_ind_0,Keratinization,16/136,5.585392855053863e-20,6.786252318890443e-18,43.82958088831054,1943.0331290295142,KRT1;PCSK6;DSC1;FLG;CDSN;DSP;PERP;KRT10;KRT78;SPINK5;KRT77;PPL;KLK5;KLK8;JUP;CASP14
P6,Reactome_Pathways_2024,gs_ind_0,Developmental Biology,21/1190,1.7507218429094397e-09,1.4180846927566463e-07,6.012005883286143,121.22150339229918,ABLIM1;DSC1;FLG;CDSN;KRT10;CSNK2A2;KRT1;KLF4;DSP;KRT77;KLK8;CHL1;PPL;SRGAP2;KRT78;KLK5;JUP;PCSK6;PERP;SPINK5;CASP14
P6,Reactome_Pathways_2024,gs_ind_0,Metabolism of Lipids,14/694,2.4690076732720893e-07,1.4999221615127941e-05,6.524762903849176,99.26956539915236,ALOX12B;GRHL1;PLA2G2F;MBOAT2;AGPAT4;PLA2G4E;PLEKHA5;PTGS1;FUT2;ACER1;UGCG;ACSL1;SPTLC3;CSNK2A2
P6,Reactome_Pathways_2024,gs_ind_0,Acyl Chain Remodelling of PE,3/26,0.00011703754600766158,0.0035550154599827202,41.4645935624659,375.3796193594886,PLA2G2F;MBOAT2;PLA2G4E
P6,Reactome_Pathways_2024,gs_ind_0,Glycerophospholipid Biosynthesis,5/123,9.202671284833592e-05,0.0035550154599827202,13.146199217973358,122.17330410003622,PLA2G2F;AGPAT4;MBOAT2;PLA2G4E;CSNK2A2
P6,Reactome_Pathways_2024,gs_ind_0,Phospholipid Metabolism,6/203,0.00010540717747300949,0.0035550154599827202,9.392981046145604,86.01791303894437,PLA2G2F;AGPAT4;MBOAT2;PLA2G4E;PLEKHA5;CSNK2A2
P6,Reactome_Pathways_2024,gs_ind_0,Acyl Chain Remodelling of PC,3/26,0.00011703754600766158,0.0035550154599827202,41.4645935624659,375.3796193594886,PLA2G2F;MBOAT2;PLA2G4E
P6,Reactome_Pathways_2024,gs_ind_0,Post-translational Modification Synthesis of GPI-anchored Proteins,4/85,0.0002745856204506427,0.007413811752167353,15.498172224164787,127.08884697321928,LYPD5;LY6G6C;LYPD3;LYPD6B
P6,Reactome_Pathways_2024,gs_ind_0,Sphingolipid Metabolism,4/98,0.0004723672550335682,0.011478524297315707,13.359733530717987,102.30555010803654,SPTLC3;UGCG;FUT2;ACER1
P7,GO_Biological_Process_2026,gs_ind_0,Cholesterol Biosynthetic Process (GO:0006695),15/27,1.630031478002049e-30,6.022966311217571e-28,393.83415204678363,27012.67232708622,HMGCS1;MVD;FDPS;NSDHL;ACLY;PMVK;MSMO1;DHCR7;SQLE;FDFT1;LSS;HSD17B7;IDI1;DHCR24;HMGCR
P7,GO_Biological_Process_2026,gs_ind_0,Secondary Alcohol Biosynthetic Process (GO:1902653),15/27,1.630031478002049e-30,6.022966311217571e-28,393.83415204678363,27012.67232708622,HMGCS1;MVD;FDPS;NSDHL;ACLY;PMVK;MSMO1;DHCR7;SQLE;FDFT1;LSS;HSD17B7;IDI1;DHCR24;HMGCR
P7,GO_Biological_Process_2026,gs_ind_0,Sterol Biosynthetic Process (GO:0016126),15/28,3.500568165591595e-30,8.623066247907295e-28,364.6478232618584,24732.10278195902,HMGCS1;MVD;FDPS;NSDHL;ACLY;PMVK;MSMO1;DHCR7;SQLE;FDFT1;LSS;HSD17B7;IDI1;DHCR24;HMGCR
P7,GO_Biological_Process_2026,gs_ind_0,Cholesterol Metabolic Process (GO:0008203),17/65,1.5187746900032952e-27,2.8059362397810876e-25,117.19025865794185,7236.720386657131,HMGCS1;MVD;FDPS;SREBF2;NSDHL;ACLY;PMVK;SOAT1;MSMO1;DHCR7;SQLE;FDFT1;LSS;HSD17B7;IDI1;DHCR24;HMGCR
P7,GO_Biological_Process_2026,gs_ind_0,Lipid Biosynthetic Process (GO:0008610),17/126,3.1493555143880285e-22,4.654747450265506e-20,51.78943482897219,2564.0780460356214,MVD;FITM2;ACLY;ELOVL3;FASN;ELOVL1;ELOVL6;CERS4;ABCD3;FDFT1;LSS;ACACA;ACSS2;IDI1;HACD2;HMGCR;ACACB
P7,GO_Biological_Process_2026,gs_ind_0,Long-chain fatty-acyl-CoA Metabolic Process (GO:0035336),9/24,1.036820335688775e-16,1.277017046790008e-14,181.8781949585757,6694.063855365218,FAR2;ELOVL3;ELOVL1;ELOVL6;DGAT2;TECR;ACSL5;HACD2;HSD17B12
P7,GO_Biological_Process_2026,gs_ind_0,Fatty-acyl-CoA Biosynthetic Process (GO:0046949),9/26,2.4628283040431075e-16,2.6000430238397948e-14,161.08024980483998,5789.23240617263,ELOVL3;FASN;ELOVL1;ELOVL6;ACACA;TECR;ACSL5;HACD2;HSD17B12
P7,GO_Biological_Process_2026,gs_ind_0,Fatty Acid Metabolic Process (GO:0006631),13/118,4.909505416076458e-16,4.535155628100628e-14,39.576844955991874,1395.0912362704275,ACLY;ADIPOR2;FASN;SLC27A4;HACL1;MSMO1;PPARG;CRAT;ABCD3;PPARA;ACACA;ACSL5;ACACB
P7,GO_Biological_Process_2026,gs_ind_0,Lipid Metabolic Process (GO:0006629),15/227,5.440398266866801e-15,4.4671714657939623e-13,22.99609219126247,755.3049032142521,HMGCS1;LPCAT3;ACLY;SREBF2;MGLL;FASN;SLC27A4;HACL1;MSMO1;PPARG;PPARA;TECR;ACSS2;ACAT2;CIDEA
P7,GO_Biological_Process_2026,gs_ind_0,Fatty Acid Biosynthetic Process (GO:0006633),10/59,1.5016883240537437e-14,1.1097476714757165e-12,63.56253139126067,2023.1700303657367,ACLY;ELOVL3;FASN;ELOVL1;ELOVL6;ABCD3;ACACA;TECR;HACD2;ACACB
P7,Reactome_Pathways_2024,gs_ind_0,Metabolism of Lipids,46/694,2.1392856734893462e-46,4.299964203713586e-44,34.89087025103803,3669.069566155117,HMGCS1;MVD;FDPS;PMVK;ELOVL1;MSMO1;PPARG;CERS4;SQLE;DHCR24;HACD2;ACAT2;HSD17B12;LPCAT3;FITM2;ELOVL3;STARD4;ACOXL;MGLL;HSD17B4;DHCR7;DGAT2;FDFT1;LSS;ACACA;IDI1;HMGCR;ACACB;SREBF2;HACL1;CRAT;PPARA;HSD17B7;GPAM;NSDHL;PECR;CYB5B;FAR2;ACLY;FASN;CDS1;ELOVL6;TECR;ACSL5;ACBD6;CIDEA
P7,Reactome_Pathways_2024,gs_ind_0,Metabolism of Steroids,25/138,7.23948455123888e-36,7.275681973995075e-34,80.50759984829477,6514.1527541758405,HMGCS1;MVD;FDPS;PMVK;MSMO1;SQLE;DHCR24;ACAT2;HSD17B12;STARD4;HSD17B4;DHCR7;FDFT1;LSS;ACACA;IDI1;HMGCR;ACACB;SREBF2;PPARA;HSD17B7;GPAM;NSDHL;FASN;ELOVL6
P7,Reactome_Pathways_2024,gs_ind_0,Cholesterol Biosynthesis,16/26,1.5629706982069213e-33,1.0471903677986373e-31,505.0422654268808,38150.246157404516,HMGCS1;MVD;FDPS;SREBF2;NSDHL;PMVK;MSMO1;DHCR7;SQLE;FDFT1;LSS;HSD17B7;IDI1;DHCR24;ACAT2;HMGCR
P7,Reactome_Pathways_2024,gs_ind_0,Activation of Gene Expression by SREBF (SREBP),17/40,7.754052145557138e-32,3.896411203142462e-30,242.0837049305644,17341.54695507497,HMGCS1;MVD;FDPS;SREBF2;PMVK;FASN;ELOVL6;DHCR7;SQLE;FDFT1;LSS;ACACA;PPARA;GPAM;IDI1;HMGCR;ACACB
P7,Reactome_Pathways_2024,gs_ind_0,Regulation of Cholesterol Biosynthesis by SREBP (SREBF),17/53,2.7195089247038064e-29,1.09324258773093e-27,155.7874661635633,10246.845244227374,HMGCS1;MVD;FDPS;SREBF2;PMVK;FASN;ELOVL6;DHCR7;SQLE;FDFT1;LSS;ACACA;PPARA;GPAM;IDI1;HMGCR;ACACB
P7,Reactome_Pathways_2024,gs_ind_0,Fatty Acid Metabolism,17/154,1.089673778392329e-20,3.650407157614302e-19,41.200544365813826,1893.8169501886273,ACLY;ELOVL3;ACOXL;FASN;HSD17B4;ELOVL1;HACL1;ELOVL6;CRAT;ACACA;TECR;ACSL5;ACBD6;HACD2;PECR;ACACB;HSD17B12
P7,Reactome_Pathways_2024,gs_ind_0,Fatty acyl-CoA Biosynthesis,10/32,1.6723515150810437e-17,4.802037921875568e-16,139.9767955801105,5407.263839138803,ACLY;ELOVL3;FASN;ELOVL1;ELOVL6;ACACA;TECR;ACSL5;HACD2;HSD17B12
